Id,ActivityDate,TotalSteps,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,CalculatedTotalDistance,WeekDay
1503960366,2016-03-25,11004.0,7.1100001335144,0.0,2.5699999332428,0.46000000834465,4.07000017166138,0.0,33.0,12.0,205.0,804.0,1819.0,7.11,Friday
1503960366,2016-03-26,17609.0,11.5500001907349,0.0,6.92000007629395,0.730000019073486,3.91000008583069,0.0,89.0,17.0,274.0,588.0,2154.0,11.55,Saturday
1503960366,2016-03-27,12736.0,8.52999973297119,0.0,4.65999984741211,0.159999996423721,3.71000003814697,0.0,56.0,5.0,268.0,605.0,1944.0,8.53,Sunday
1503960366,2016-03-28,13231.0,8.93000030517578,0.0,3.19000005722046,0.790000021457672,4.94999980926514,0.0,39.0,20.0,224.0,1080.0,1932.0,8.93,Monday
1503960366,2016-03-29,12041.0,7.84999990463257,0.0,2.16000008583069,1.0900000333786,4.6100001335144,0.0,28.0,28.0,243.0,763.0,1886.0,7.85,Tuesday
1503960366,2016-03-30,10970.0,7.15999984741211,0.0,2.35999989509583,0.509999990463257,4.28999996185303,0.0,30.0,13.0,223.0,1174.0,1820.0,7.16,Wednesday
1503960366,2016-03-31,12256.0,7.8600001335144,0.0,2.28999996185303,0.490000009536743,5.03999996185303,0.0,33.0,12.0,239.0,820.0,1889.0,7.86,Thursday
1503960366,2016-04-01,12262.0,7.86999988555908,0.0,3.3199999332428,0.829999983310699,3.64000010490417,0.0,47.0,21.0,200.0,866.0,1868.0,7.87,Friday
1503960366,2016-04-02,11248.0,7.25,0.0,3.0,0.449999988079071,3.74000000953674,0.0,40.0,11.0,244.0,636.0,1843.0,7.25,Saturday
1503960366,2016-04-03,10016.0,6.36999988555908,0.0,0.910000026226044,1.27999997138977,4.17999982833862,0.0,15.0,30.0,314.0,655.0,1850.0,6.37,Sunday
1503960366,2016-04-04,14557.0,9.80000019073486,0.0,3.39000010490417,0.699999988079071,5.69000005722046,0.0,43.0,18.0,285.0,757.0,2030.0,9.8,Monday
1503960366,2016-04-05,14844.0,9.72999954223633,0.0,2.94000005722046,0.759999990463257,6.03999996185303,0.0,36.0,18.0,341.0,736.0,2083.0,9.73,Tuesday
1503960366,2016-04-06,11974.0,7.67000007629395,0.0,2.03999996185303,0.479999989271164,5.15000009536743,0.0,27.0,12.0,228.0,1173.0,1861.0,7.67,Wednesday
1503960366,2016-04-07,10198.0,6.44000005722046,0.0,1.20000004768372,0.790000021457672,4.44999980926514,0.0,17.0,20.0,195.0,1208.0,1755.0,6.44,Thursday
1503960366,2016-04-08,12521.0,7.94000005722046,0.0,3.30999994277954,0.899999976158142,3.74000000953674,0.0,46.0,22.0,212.0,1160.0,1895.0,7.94,Friday
1503960366,2016-04-09,12432.0,8.10000038146973,0.0,2.58999991416931,0.589999973773956,4.92000007629395,0.0,32.0,15.0,248.0,738.0,1883.0,8.1,Saturday
1503960366,2016-04-10,10057.0,6.98000001907349,0.0,4.0,0.490000009536743,2.48000001907349,0.0,44.0,13.0,168.0,737.0,1755.0,6.98,Sunday
1503960366,2016-04-11,10990.0,7.26000022888184,0.0,2.03999996185303,0.569999992847443,4.65000009536743,0.0,26.0,14.0,216.0,855.0,1811.0,7.26,Monday
1503960366,2016-04-12,6693.0,4.320000000298023,0.0,0.939999997615815,0.2750000059604645,3.0949999690055843,0.0,12.5,6.5,168.5,380.0,1017.5,4.32,Tuesday
1503960366,2016-04-13,10735.0,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21.0,19.0,217.0,776.0,1797.0,6.97,Wednesday
1503960366,2016-04-14,10460.0,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30.0,11.0,181.0,1218.0,1776.0,6.74,Thursday
1503960366,2016-04-15,9762.0,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29.0,34.0,209.0,726.0,1745.0,6.28,Friday
1503960366,2016-04-16,12669.0,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36.0,10.0,221.0,773.0,1863.0,8.16,Saturday
1503960366,2016-04-17,9705.0,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38.0,20.0,164.0,539.0,1728.0,6.48,Sunday
1503960366,2016-04-18,13019.0,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42.0,16.0,233.0,1149.0,1921.0,8.59,Monday
1503960366,2016-04-19,15506.0,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50.0,31.0,264.0,775.0,2035.0,9.88,Tuesday
